"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3","RLS","buds"
"YML108W","YML108W","ORF","54793-55110","+","XIII",NA,NA,NA,NA,"0003674; 0005737; 0005634; 0008150; 0005634; 0005737",89.32063505,90.30829235,90.89947998,91.45010163,90.47993148,92.86458349,93.52990669,85.93856676,88.56293139,91.00961494,94.00335769,96.89212309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36,22,18,22,33",26.2
"WAR1","YML076C","ORF","112513-115347","-","XIII",NA,NA,NA,NA,"0005739; 0000981; 0005634; 0006355; 0008270; 0046872; 0005634; 0006351; 0061402; 0043565; 0003700; 0061402; 0006355; 0005634; 0005634; 0003677; 0005739",19.45429138,19.36454327,19.13175516,18.77745853,17.98736129,17.39666766,17.03409725,17.49698159,17.92258324,18.02359567,18.01808415,17.77059901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31,19,16,23,42",26.2
"FAR8","YMR029C","ORF","328660-330231","-","XIII",NA,0,1,0,"0005737; 0005737; 0003674; 0007049; 0005783; 0005783; 0005829; 0000321; 0005783",25.01984876,25.6665293,26.52665852,27.25156058,29.07235879,27.74152561,25.92566323,24.80893086,22.25914146,20.65186382,19.94562983,21.03274139,6.233285567,6.557395011,7.019732083,7.69685223,8.667777384,9.60207699,10.7273645,11.19041935,8.881720402,7.467076628,6.899780896,8.100401181,"27,22,34,17,31,27,22,34,17,31",26.2
"HLJ1","YMR161W","ORF","577718-578392","+","XIII",NA,NA,NA,NA,"0001671; 0005783; 0005783; 0030433; 0030433; 0030433; 0005789; 0005789",56.86442271,59.06850616,61.57658729,64.2553311,68.17487455,70.07052446,70.67676978,68.83448375,68.12575408,65.45587959,61.04088738,54.64277723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,29,23,34,29",26.2
"PUS4","YNL292W","ORF","82806-84017","+","XIV",NA,NA,NA,NA,"0005634; 0006400; 1990481; 0001522; 0003723; 0009982; 0005634; 0005739; 0009982; 0005739; 1990481; 0008033; 0016853; 0009982; 0009451; 0006396; 0005634; 0005739",40.9840248,40.79930999,40.18248317,39.26297963,36.80419201,35.74320713,35.71692008,38.39565772,41.85660733,41.21959371,37.09023476,26.69993752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,20,27,20,27",26.2
"MET2","YNL277W","ORF","117349-118809","+","XIV","homocysteine biosynthesis; superpathway of sulfur amino acid biosynthesis",0,0.5,0.5,"0004414; 0009092; 0016746; 0005737; 0009086; 0000096; 0005737; 0009086; 0005737; 0016740; 0008652; 0009092; 0004414; 0009086; 0005737; 0004414; 0004414",29.96361164,25.44947516,20.52092033,16.84433442,10.47642874,16.73984749,28.40109367,49.91559655,57.81061899,57.83083127,49.01582149,28.10530242,26.07009415,26.6490067,27.43762624,28.63646844,30.59038104,31.36764595,32.347991,32.70278759,31.16739939,31.28963713,32.4475185,35.29680942,"20,33,34,18,28,19,19,23,33,15,22,24,13,17,28,30,24,31,41,23,20,28,39,46,23,16,18,17,28,26,25,22,38,25,35,19,37,37,26,28",26.2
"BNI1","YNL271C","ORF","129522-135383","-","XIV",NA,0,0,1,"0000132; 0071519; 0005856; 0005856; 0007118; 0070649; 0032880; 0007118; 0016020; 0032880; 0000133; 0070649; 0070649; 0005522; 0000133; 0045010; 0005884; 0043332; 0005935; 0005934; 0000131; 0005522; 0051016; 0005886; 0005737; 0043332; 0017048; 0005886; 0005886; 0042995; 0032587; 0000133; 0003779; 0051017; 0051017; 0003779; 0016043; 0030036; 2000251; 2000251; 0005628; 0005522",12.61376498,12.18434617,11.67149617,11.13874923,10.30595367,10.05734317,10.24057479,11.52338712,11.72964354,11.42064777,10.5959288,9.029360989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,4,39,21,35",26.2
"CRZ1","YNL027W","ORF","579580-581616","+","XIV",NA,NA,NA,NA,"0005634; 0003677; 0061423; 0061422; 0061422; 0061400; 0061400; 0061404; 0061404; 0061404; 0043565; 0005737; 0005737; 0006038; 0045944; 0045944; 0001077; 0000987; 0001077; 0007329; 0050801; 0050801; 0007329; 2001040; 0003676; 0006351; 0046872; 0006355; 0046872; 0005634; 0005634; 0071483; 1900622; 1900622; 1900622; 0045944; 0097301; 0097301; 0097301; 0005737",21.0988832,21.2003996,21.39730424,21.72146972,22.5774838,22.90014322,23.45642324,25.22224705,25.61166043,25.97474805,26.53181995,27.8106344,2.03663461,2.102587326,2.096170893,1.996746478,1.694043208,1.1617506,1.014646472,0.988258594,1.260984399,1.179715029,0.907805389,0.318786126,"29,32,27,10,33",26.2
"NTG2","YOL043C","ORF","248392-249534","-","XV",NA,NA,NA,NA,"0006284; 0003824; 0003906; 0019104; 0006285; 0006281; 0005634; 0003906; 0005739; 0005634; 0003906; 0000703; 0051539; 0005634; 0051539; 0006284; 0003906; 0016829; 0046872; 0008152; 0006974; 0051539; 0016787; 0005634; 0005634; 0016798; 0051536; 0006281; 0000703; 0000703; 0006285; 0005634; 0003677; 0006285",21.13846847,21.70892855,22.47188601,23.22343829,24.69197254,24.43419149,23.97809026,23.82247396,23.58362388,23.97089764,25.03421466,27.13241586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,30,11,34,24",26.2
"YOR041C","YOR041C","ORF","408358-408789","-","XV",NA,NA,NA,NA,NA,49.06214855,48.79629908,49.16632937,49.85908996,53.47967229,53.1709547,50.97360137,44.87756378,38.96070695,36.04825437,35.2454768,38.31571249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,27,21,31,25",26.2
"SRL1","YOR247W","ORF","797676-798308","+","XV",NA,NA,NA,NA,"0005618; 0005618; 0003674; 0006139; 0000324; 0005737; 0005934; 0009277; 0071944; 0005576; 0009986; 0031505; 0071555",687.6873187,684.8288817,680.3466916,675.8171423,663.6843685,665.0885002,670.1557861,686.7399835,677.0840292,684.4448381,707.2640106,761.2972308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26,36,26,16,27",26.2
"YPL261C","YPL261C","ORF","48996-49304","-","XVI",NA,NA,NA,NA,NA,11.36988273,11.50126776,11.9027413,12.49208729,14.22434956,14.86263633,14.19304291,9.866634454,6.633139132,6.125822971,7.910592126,13.75168028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,30,26,14,29",26.2
"FCY1","YPR062W","ORF","677165-677641","+","XVI","salvage pathways of pyrimidine ribonucleotides",0,1,0,"0016787; 0009451; 0016787; 0046087; 0008655; 0005737; 0005634; 0004131; 0019858; 0046872; 0004131; 0044206; 0004131; 0003824; 0008270",319.9493733,320.9912189,321.2981972,321.526085,318.3061331,322.1564551,325.2600453,322.1909256,321.9666453,330.2258477,347.9305758,382.2058456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,32,30,28,14",26.2
"YPR123C","YPR123C","ORF","786141-786575","-","XVI",NA,NA,NA,NA,NA,11.12959555,11.33164714,11.44939334,11.48852335,11.37738128,11.31949555,10.6451906,7.729512962,7.912933079,8.641868965,10.21378289,12.76960514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35,38,28,21,9",26.2
"crs5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,31,42,19,28",26.2
"ecm23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22,30,32,27,20",26.2
"saf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,21,25,37,23",26.2
"ybl081w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38,24,19,34,16,38,24,19,34,16",26.2
"ydr179wa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34,28,22,21,26",26.2
"ygr035c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23,24,25,26,33",26.2
"yhl041w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,27,29,34,16",26.2
"yil060w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28,30,25,21,27",26.2
"yjl216c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31,18,28,20,34",26.2
"ykl215c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33,30,21,30,17",26.2
"ypr003c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,33,22,23,24",26.2
"YDR274C","YDR274C","ORF","1011589-1011960","-","IV",NA,NA,NA,NA,"0008150; 0003674; 0005575",34.41099227,34.53576377,34.63677355,34.10129127,34.41550241,29.53701613,25.64803973,27.08453564,30.67167501,29.41539602,24.69610448,12.60169636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,60,32,43,29,29,19,34,37,14,22,42,23,43,34,22,16,15,18,20,13,24,39,26,22,16,19,16,18,18,39,31,25,15,20,9,8,17,22,16,13,11,24,15,29,19,20,12,14,9,17,23,13,24,42,40,29,23,49,50,29,19,34,37,14,42,35,36,43,44,15,56,32,43,29",26.1866666666667
"DSE4","YNR067C","ORF","755746-759099","-","XIV",NA,NA,NA,NA,"0005576; 0016787; 0009277; 0000920; 0030428; 0052861; 0016798; 0052861; 0052862; 0006076; 0009986; 0042973; 0005935; 0005576; 0005618; 0005618; 0008152",52.41336871,52.26275786,52.06883725,51.9461087,51.49120634,52.11138904,53.03424251,54.56263806,54.10271032,53.97610107,54.03067679,54.93279601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,9,22,20,5,14,25,31,11,22,20,22,14,16,26,18,14,26,29,25,29,14,36,15,13,30,28,30,21,19,27,22,38,29,28,36,14,25,29,22,30,35,24,35,41,44,34,25,25,26,17,21,27,26,36,43,30,26,32,19,29,26,45,42,17,32,43,31,19,21,49,12,16,35,23,41,28,28,32,34,8,32,23,23,32,41,",26.1860465116279
"IMD3","YLR432W","ORF","1002557-1004128","+","XII","de novo biosynthesis of purine nucleotides",NA,NA,NA,"0006164; 0005737; 0046872; 0006164; 0016491; 0005737; 0005737; 0003938; 0003938; 0003824; 0016491; 0055114; 0003729; 0003938; 0006183; 0005886; 0055114; 0005737; 0006177; 0046872; 0003938; 0000166; 0005737; 0005737; 0006177",511.6725483,512.4416443,512.9922728,513.4567801,513.6785815,514.6516233,512.1403218,498.4229006,494.4463496,483.0836737,463.6510937,430.7566175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,21,23,44,46,28,31,13,16,15,31,46,8,29,16,28,31,13,16,15,25,21,23,44,46",26.16
"HSC82","YMR186W","ORF","632355-634472","+","XIII",NA,NA,NA,NA,"0006457; 0005737; 0051082; 0006458; 0042026; 0042623; 0043248; 0043248; 0005737; 0005739; 0000723; 0034605; 0005524; 0006950; 0000166; 0000492; 0006457; 0051082; 0005524; 0005886; 0005739; 0005739; 0016887; 0005737; 0005739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1807.099751,1838.562905,1878.208279,1935.57898,2024.789558,2058.160592,2051.748695,2020.914268,1984.813406,1992.776518,2003.939811,2012.431872,"10,5,47,41,49,21,22,41,15,31,17,28,29,19,13,35,25,25,24,34,35,30,20,13,25",26.16
"FAR11","YNL127W","ORF","383987-386848","+","XIV",NA,NA,NA,NA,"0031573; 0000138; 0005783; 0000321; 0003674; 0005829; 0007049; 0016239",7.969118901,8.064672604,8.311359044,8.66431865,9.566006037,9.948978977,9.955736131,9.054786866,7.788551224,7.227588282,7.111868788,7.964117827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47,53,26,63,28,28,24,21,26,15,8,16,28,25,26,25,32,24,10,20,33,15,28,6,27",26.16
"HDA1","YNL021W","ORF","593227-595347","+","XIV",NA,0,1,0,"0031047; 0004407; 0001308; 0006355; 0006351; 0032041; 0000122; 0001308; 0031938; 0016575; 0016575; 0016575; 0000122; 0010621; 0045944; 0010978; 0010978; 0070823; 0070823; 0070823; 0070823; 0003682; 0016787; 0016569; 0004407; 0005634; 0005634",17.63093902,17.87060274,18.09566891,18.33229844,18.56612689,18.74679415,18.38355174,17.03900609,14.92288633,13.24936331,11.71117314,10.93294751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45,43,52,43,34,19,37,20,8,17,23,22,23,18,25,24,22,21,16,21,26,24,26,31,14",26.16
"MLS1","YNL117W","ORF","406358-408022","+","XIV","glyoxylate cycle",NA,NA,NA,"0004474; 0005737; 0004474; 0006097; 0005777; 0005829; 0005782; 0005829; 0004474; 0006097; 0009514; 0009514; 0006097; 0005777; 0003824; 0004474; 0006097; 0016740; 0006099; 0006097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.41972249,16.04422708,15.6940921,15.39426338,15.48160144,14.62477574,13.65128379,13.12725432,14.14708225,14.77134888,14.3575136,11.74790895,"17,28,30,4,32,29,22,34,18,15,33,47,20,28,16,25,45,14,28,40,25,9,32,18,43,25,43,33,33,36,13,31,25,12,35,33,30,30,20,24,28,34,12,13,15",26.1555555555556
"HST1","YOL068C","ORF","200368-201879","-","XV",NA,0,0,1,"0005634; 0006355; 0006351; 0016569; 0016787; 0030435; 0045129; 0017136; 0030466; 0017136; 0006355; 0006476; 0008270; 0017136; 0051287; 0070403; 0045950; 0030466; 0016575; 0006342; 0016811; 0016575; 0046872; 0034967; 0005634",58.36393227,58.45680452,58.6314945,58.73000195,59.51160334,58.4167156,57.38105149,57.90904761,56.7323775,56.92040981,58.79025126,63.75597778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28,14,21,34,32,14,15,15,17,17,18,18,18,21,21,21,22,22,22,23,24,24,24,25,25,26,26,26,26,27,27,27,27,28,29,30,30,32,37,38,38,40,40,41,47",26.1555555555556
"FHL1","YPR104C","ORF","733623-736433","-","XVI",NA,NA,NA,NA,"0010688; 0003700; 0000790; 0010688; 0060963; 0005730; 0005634; 0060963; 0043565; 0006355; 0000790; 0003677; 0001225; 0001226; 0009653; 0030154; 0000981; 0032545; 0006351; 0001046; 0005634; 0006355; 0005634; 0043565; 0043565; 0060963",16.36750406,16.55153431,16.65750476,16.64521842,16.49905178,16.04974023,15.35853034,14.0800389,14.0073912,14.3619833,15.42748088,17.51827007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23,29,23,23,33,21,23,16,22,36,24,29,31,16,23,12,11,32,21,32,34,31,20,23,20,17,36,21,27,39,23,44,24,27,33,30,19,22,30,46",26.15
"ARO8","YGL202W","ORF","116059-117561","+","VII","methionine salvage pathway; phenylalanine biosynthesis; phenylalanine degradation; tryptophan degradation; tyrosine biosynthesis; tyrosine degradation",NA,NA,NA,"0009072; 0009072; 0005737; 0005737; 0047536; 0019878; 0019509; 0009094; 0016740; 0008483; 0008793; 0006571; 0030170; 0047536; 0080130; 0009058; 0003824; 0008793; 0005737",623.2299445,619.6168855,614.9298878,609.2661407,600.5445406,594.1078626,588.8358027,585.4893298,584.9967019,587.4214128,593.8326423,604.9440417,1846.03578,1856.711503,1854.641785,1834.811821,1771.249936,1710.549585,1614.305158,1510.762622,1443.857017,1376.31419,1329.881732,1321.809078,"9,24,5,25,23,15,27,23,3,15,32,32,36,5,27,28,16,18,20,26,48,35,28,23,29,15,22,3,28,13,25,39,29,12,22,38,15,11,35,32,39,41,52,34,45,19,36,28,14,34,11,35,35,10,28,32,40,21,35,23,3,40,37,6,25,27,24,14,30,21,35,11,41,43,17,30,37,28,26,23,21,42,29,47,47,37,33,3",26.1363636363636
"GDH1","YOR375C","ORF","1041678-1043042","-","XV","glutamate biosynthesis from ammonia",NA,NA,NA,"0005737; 0016491; 0004352; 0006537; 0005634; 0004354; 0055114; 0004354; 0019676; 0004354; 0004354; 0004354; 0004354; 0006537; 0006520; 0016491; 0016639; 0055114",870.235565,875.6406148,880.4878806,884.2896434,884.9905495,880.7500002,884.142526,916.6571011,950.6079058,963.7992358,961.0641858,927.4568061,7840.404914,7896.634906,7932.108927,7958.016223,7958.490123,7733.926884,7457.049035,7085.788487,6682.396304,6546.993403,6585.051317,6875.389436,"18,18,45,22,25,22,29,5,20,18,24,22,26,23,41,38,24,20,5,16,32,25,33,44,25,37,25,28,11,12,40,25,50,33,48,38,36,39,18,20,28,9,11,28,20",26.1333333333333
"ERV14","YGL054C","ORF","400871-401287","-","VII",NA,NA,NA,NA,"0005783; 0006888; 0006888; 0005789; 0030437; 0006888; 0030134; 0000139; 0016020; 0004872; 0006810; 0016021; 0004872; 0071944; 0016021; 0016021; 0005794; 0005789; 0005783; 0007120",306.5003286,300.7782605,293.4104636,285.2939335,272.5202565,268.0390261,263.9786842,257.7827531,246.0506836,243.0003669,248.6245476,270.4999474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,18,36,30,31,33,31,36,16,27,29,17,31,36,32,28,38,33,26,16,29,8,29,21,26,32,44,19,20,25,13,26,32,17,18,15,18,42,28,36,17,7,42,28,36,17,7",26.1276595744681
"YMR018W","YMR018W","ORF","310208-311752","+","XIII",NA,0,1,0,"0005052; 0016560; 0005778; 0005829; 0005575; 0008150; 0003674",2.916147145,2.862576029,2.814827752,2.778374528,2.76646881,2.772162194,2.909003466,3.102302579,4.448933361,5.556010921,6.614048024,7.19451637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,19,16,12,19,14,3,34,34,19,18,20,17,7,35,35,19,20,24,17,10,35,35,20,23,24,22,11,37,37,26,24,26,24,12,30,24,27,24,13,34,25,29,26,18,34,25,29,26,18,34,26,29,27,21,34,28,30,27,23,36,28,30,27,24,37,29,32,28,26,37,29,32,28,27,38,32,32,30,28,39,33,33,30,31,42",26.1162790697674
"HTA1","YDR225W","ORF","915530-915928","+","IV",NA,NA,NA,NA,"0000122; 0006281; 0005634; 0003677; 0000786; 0003677; 0006281; 0031298; 0006974; 0005634; 0046982; 0005694; 0005694; 0000786; 0006333; 0000788; 0003677; 0005634; 0061587",1851.971317,1837.376724,1812.200306,1783.664173,1702.756077,1701.473613,1719.93267,1807.953585,1720.126575,1667.22418,1627.590591,1648.606524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28,13,40,28,17,42,34,23,33,31,18,41,47,26,30,37,4,40,33,24,52,26,35,34,33,6,14,10,25,12,36,32,28,13,16,25,14,33,25,23,26,24,6,14,24",26.1111111111111
"CHS1","YNL192W","ORF","276502-279897","+","XIV","chitin biosynthesis",NA,NA,NA,"0000920; 0004100; 0005886; 0005886; 0016021; 0071944; 0016757; 0016758; 0016021; 0004100; 0071555; 0006031; 0045009; 0005886; 0004100; 0016020; 0016740",60.47721721,64.84486531,70.51962383,78.39560006,88.67062096,102.1333437,118.1255,143.3979778,153.303195,149.6510916,130.5281247,90.38246418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,9,52,27,35,21,48,27,23,18,40,5,33,34,30,35,16,21,19",26.1052631578947
"HXT5","YHR096C","ORF","294669-296447","-","VIII",NA,0,0,1,"0005353; 0016021; 0005886; 0016021; 0008645; 0005355; 0022891; 0055085; 0005355; 0071944; 0016021; 0016020; 0016020; 0005215; 0022857; 0005887; 0005351; 0046323; 0035428; 0015758; 0005355; 0005886; 0006810; 0008643; 0016020; 0015578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4631867,13.81182488,15.78666706,18.89878241,24.30224114,26.55621457,28.71735965,30.04450375,29.25148268,29.90546045,29.84368545,28.30352936,"39,34,15,26,25,22,17,11,33,41,34,11,28,18,39,34,11,25,23,36",26.1
"NFT1","YKR103W","ORF","653080-656736","+","XI",NA,NA,NA,NA,"0016020; 0016236; 0000166; 0016021; 0005524; 0005524; 0006810; 0016021; 0042626; 0055085; 0006810; 0016887; 0042626; 0042626; 0016021; 0000329; 0016020; 0006810",2.620106866,2.529580402,2.458880305,2.419612519,2.458108064,2.557358512,2.621756927,2.417052601,2.521921129,2.458153894,2.192123848,1.524787151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36,24,38,24,38,15,25,34,37,42,21,22,17,14,29,17,34,25,26,4",26.1
"PYC2","YBR218C","ORF","658707-662249","-","II","aspartate biosynthesis; gluconeogenesis; TCA cycle, aerobic respiration",NA,NA,NA,"0008152; 0016874; 0000166; 0006094; 0004736; 0003677; 0005524; 0046872; 0006094; 0046872; 0005737; 0005737; 0005524; 0003824; 0006094; 0004736; 0005829; 0009374; 0006090; 0004075; 0006094; 0005829; 0003824; 0004736",137.0737321,135.6730837,134.3166362,132.9516188,131.752909,130.4295079,130.126277,133.293397,131.0906122,129.8517157,129.1292583,129.8442528,175.5594916,177.7087664,180.6209927,184.7512863,190.9505377,198.5557261,194.1211722,184.756876,171.0389921,166.0397081,167.2945634,179.3503613,"22,23,25,21,43,15,19,18,20,25,19,33,18,25,29,26,35,17,13,29,25,14,27,18,21,21,21,26,23,19,27,31,17,27,13,12,33,13,28,22,19,50,45,31,13,12,42,5,29,19,42,29,36,31,29,23,26,36,31,19,45,36,40,50,33,26,14,38,37,33,30,29,24,24,34,25,24,16,29,38,20,18,38,41,21,1",26.093023255814
"tec1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33,14,40,32,54,12,19,26,10,13,20,31,19,40,31,10,14,35,17,23,38,25,36,28,32",26.08
"RPL7A","YGL076C","ORF","364335-365996","-","VII",NA,0,1,0,"0030687; 0030529; 0000470; 0042273; 0005840; 0000463; 0044822; 0005737; 0005737; 0005737; 0002181; 0003735; 0022625",2353.543472,2355.498651,2354.480849,2352.656526,2341.238013,2344.16025,2344.419233,2331.043787,2348.022725,2354.99966,2356.448592,2345.712419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,4,24,14,13,17,13,17,13,13,12,27,24,32,20,13,17,32,15,12,27,24,46,21,17,17,46,17,15,28,26,50,25,19,18,50,18,16,29,31,53,27,20,23,53,22,16,29,31,30,21,23,25,16,34,33,33,23,25,27,16,35,38,33,24,25,28,17,36,40,45,25,26,28,18,37,43,68,25,27,29,18,38,26,27,29",26.0697674418605
"ERF2","YLR246W","ORF","627118-628197","+","XII",NA,NA,NA,NA,"0030176; 0016021; 0031211; 0005794; 0019706; 0018230; 0016020; 0016740; 0005783; 0016021; 0008270; 0019706; 0016746; 0016409; 0016409; 0018345; 0018345; 0018345; 0005789; 0006612",19.6867958,19.65091597,19.76686138,19.98341079,20.76859513,21.02106932,20.99003286,19.98650153,19.71875685,19.96213623,20.58012964,21.64136444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,16,10,26,25,17,44,18,43,40,22,42,45,33,25,26,40,24,5,5",26.05
"BST1","YFL025C","ORF","84145-87234","-","VI",NA,0,1,0,"0006621; 0006505; 0016050; 0016050; 0016021; 0005783; 0030433; 0016020; 0005783; 0016787; 0005783; 0006810; 0050185; 0016021; 0016788; 0005789; 0016021; 0015031; 0006888",13.05000593,13.2604908,13.47971484,13.65598538,13.98096593,13.66209025,13.43028796,13.91730155,14.5119687,14.33390457,13.58817434,11.85376221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,4,10,7,7,12,9,7,14,9,9,19,12,12,19,19,12,20,20,12,20,20,15,22,29,17,24,29,20,25,31,20,25,31,21,26,31,22,26,32,25,26,32,25,28,32,26,31,32,26,34,32,27,34,33,28,35,33,28,35,33,28,36,33,29,36,34,29,36,34,29,38,35,31,38,36,31,39,36,31,39,36,32,40,36,32,40,37",26.0454545454545
"YHR138C","YHR138C","ORF","377355-377699","-","VIII",NA,NA,NA,NA,"0042144; 0004866; 0004866; 0005575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.54177948,27.0332264,29.95017319,34.04871206,40.07399948,39.45984082,43.03230924,50.07958314,67.853536,82.19493515,88.07813261,77.34809691,"34,13,34,26,30,33,20,25,20,15,20,31,33,25,16,34,13,34,26,30,26,16,30,33,34",26.04
"CTI6","YPL181W","ORF","203421-204941","+","XVI",NA,NA,NA,NA,"0008134; 0006355; 0005634; 0033698; 0035064; 0016569; 0006351; 0033698; 0031939; 0061188; 0061186; 0070210; 0046872; 0033698; 0030174; 0008270; 0033698; 0005634; 0005634; 0045893",48.69161288,49.77923494,51.36570044,53.07996463,57.21936822,56.87441733,54.33309274,47.06339699,46.16718734,42.5603508,35.98934213,23.57485725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35,18,30,17,40,19,22,14,28,30,20,28,26,22,35,35,22,31,26,25,36,31,36,8,17",26.04
"leu9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,23,15,19,18,35,21,57,28,15,36,27,44,37,32,10,23,15,19,18,35,21,50,28,15",26.04
"MTG2","YHR168W","ORF","440377-441933","+","VIII",NA,NA,NA,NA,"0003924; 0043022; 0019898; 0005743; 0002181; 0005525; 0016020; 0000287; 0006412; 0005743; 0005743; 0005525; 0005739; 0000166; 0003924",9.394320962,9.685233414,10.01622038,10.38890601,10.91907361,11.16802475,11.43871502,11.94674419,13.07088137,13.94830237,14.7679432,15.37364224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32,19,21,25,21,15,32,30,24,8,12,18,25,25,25,5,26,41,41,36,38,14,33,29,22,34,21,36,30,22,36,39,24,6,42,28,33,37,26,34,23,25,30,35,33,45,34,13,16,13,35,28,33,40,23,24,33,25,20,29,22,35,14,24,24,37,27,23,11,36,25,13,21,14,42,35,13,11,25,9,39,29,36,19,31,27,1",26.0344827586207
