"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","RLS","RLSMean","DivergenceSlopes","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"GCV2","YMR189W","ORF","637500-640604","+","XIII","folate biosynthesis; folate interconversions; folate transformations; glycine cleavage complex",NA,NA,NA,"0019464; 0019464; 0005739; 0005739; 0005960; 0003824; 0005739; 0005739; 0055114; 0006546; 0055114; 0004375; 0006730; 0004375; 0004375; 0004375; 0005739; 0005960; 0005739; 0016491; 0006544; 0005829; 0016594","51,57,28,30,42,18,33,43,33,30,27,28,39,22,24,25,25,27,35,23,20,13,23,39,24",30.36,-0.00741286686408479,333.8293645,329.7045485,325.0484907,320.1757235,313.8159315,311.143243,309.5483382,309.2394763,302.6051054,297.5245217,293.2998351,291.6970256,752.9861776,749.5509401,748.6335883,749.6926434,754.795051,779.206565,793.2966802,801.457557,777.3600877,765.268416,762.8314925,780.6058366
"LAP3","YNL239W","ORF","200569-201933","+","XIV",NA,NA,NA,NA,"0005737; 0005739; 0008234; 0046677; 0005739; 0043418; 0043418; 0004197; 0006508; 0005739; 0005739; 0003729; 0006508; 0008233; 0016787; 0000978; 0005737; 0005737; 0000122; 0003697; 0003690; 0005739; 0003677; 0005737; 0005737; 0008234; 0005739; 0005737","43,30,39,36,42,37,39,35,34,41,46,26,40,25,17,19,26,20,28,37,46,17,43,41,41,42,27,38,33,34,31,34,14,34,15,40,43,44,46,24,43,30,42,31,8,25,30,17,19,14,39,35,25,3,7,19,18,18,20,20,53,9,37",30.3015873015873,0.00912173479476778,116.2421103,115.5137351,115.9050232,117.1039819,122.7307138,123.9542784,122.5194569,114.7892107,105.7043849,105.7810748,113.2280742,133.5812134,351.0682888,359.4418246,370.0747015,385.1322045,407.3300325,424.3078971,423.071197,413.2056496,401.468773,390.4911509,372.3966974,344.6330324
"FUM1","YPL262W","ORF","47336-48802","+","XVI","TCA cycle, aerobic respiration",0,0,1,"0051262; 0004333; 0003824; 0005759; 0005829; 0005739; 0005739; 0005737; 0005737; 0005739; 0016829; 0006099; 0006106; 0004333; 0006099; 0006106; 0016829; 0045239; 0005759; 0006099; 0005739; 0004333; 0006099; 0006108","37,15,43,29,38,15,47,31,38,18,30,27,22,28,41,21,30,37,26,45,36,20,47,8,19,18,19,40,38,26,38,47,29,30,49,20,27,35,22,24,16,21,19,22,26,19,30,41,39,34,30,25,2,10,27,18,16,41,12,54,37,41,51,27,49,16,47,48,43,21,33,33,44,42,41,26,31,34,32,40,33,16,25,28,24",30.2823529411765,-0.0048230260315081,95.77467738,95.82308822,96.47603607,97.15410545,99.79004031,98.49595709,96.8433241,96.62247623,90.45738467,87.78265062,87.43591553,91.82027535,461.5635052,453.6215373,443.4430575,428.7179046,405.0846693,392.2087516,394.6743986,400.2315844,389.3925953,372.2668078,369.1001368,393.2310687
"SEC28","YIL076W","ORF","216658-217548","+","IX",NA,0,1,0,"0031410; 0000139; 0005737; 0005737; 0030663; 0030126; 0030126; 0006888; 0006901; 0015031; 0032511; 0005794; 0005768; 0005198; 0006890; 1990841; 0032511; 0016020; 0006810; 0006890; 0006891; 0016192","37,34,13,33,40,38,37,11,39,30,48,40,37,26,32,24,28,39,45,31,26,27,28,8,21,15,53,35,19,37,28,19,28,19,28,33,16,32,17,40,30,25,42,25,14,19,37,30,42,43,37,32,28,37,11,48,48,48,22,24,29,49,36,26,18,31,24,42,10,39,13,9,24,26,44,41,47,44,37,24,24,27,28,30,32,27,29,18,19,34,43,29,37,29,24",30.2736842105263,-0.0042600938067821,110.3888565,108.2310819,105.665579,102.7865216,99.09113916,96.2830594,93.67358798,91.25303105,88.38154752,84.56332066,79.70462484,73.03666349,45.76284879,42.00932718,38.82252549,34.80457709,28.49046383,42.65423754,53.47638956,65.09086732,64.2822696,68.57411616,82.20240742,113.4716117
"MAF1","YDR005C","ORF","456836-458103","-","IV",NA,NA,NA,NA,"0005737; 0016480; 0005634; 0005634; 0005737; 0005634; 0000994; 0000994; 0005737; 0005730; 0070217; 0005634; 0005737; 0006355; 0016480; 0016480; 0061587; 0016480; 0006351; 0016480; 0016480; 0016480; 0005634; 0005737","10,43,28,25,17,26,24,20,32,34,39,40,35,23,28,48,59,28,24,21,29,42,16,45,16,23,22,39,34,32,40,14,19,29,21,27,18,18,46,33,43,21,43,20,22,30,26,28,19,15,28,23,10,33,40,24,24,32,40,30,12,22,35,38,20,20,26,25,42,25,23,26,27,36,25,32,30,31,40,41,19,38,28,26,3,34,35,11,42,44,45,42,18,29,30,40,37,28,41,14,45,31,21,4,31,33,40,41,30,14,38,9,37,22,30,37,21,45,43,42,32,45,20,39,28,27,34,18,26,19,37,28,31,21,35,16,12,38,34,21,34,15,24,13,35,12,35,42,28,35,32,38,42,48,32,31,23,31,35,39,44,38,9,29,38,32,26,26,25,34,37,49,47,27,32,57,49,46,26,38,53,38,15,42,36,19,32,28,42,22,42,25,45,43,34,28,25,37,32,28,37,29,49,25,53,3,22,48,51,14,20,39,31,16,43,29,27,52,24,36,36,27,41,61,57,20,33,21,7,29,26,29,46,23,42,25,28,29,41,42,33,34,36,22,24,55,42,24,39,57,25,35,47,38,22,49,23,38,40,36,30,34,34,29,26,31,28,34,27,43,25,28,42,45,50,25,26,52,30,52,21,20,27,41,34,29,33,26,39,37,33,26,49,20,28,26,28,21,15,5,21,27,34,18,28,34,24,25,37,9,44,29,31,21,31,33,29,42,20,47,20,23,35,44,37,29,2,30,41,36,37,40,22,27,36,35,17,16,31,21,33,41,26,36,36,21,27,39,47,50,24,24,26,27,37,32,36,33,27,43,41,34,25,19,22,17,32,45,30,28,35,11,32,30,53,20,21,9,34,34,21,17,14,18,48,28,19,17,16,22,27,34,29,52,36,41,34,39,50,19,29,27,30,34,10,13,20,23,19,40,39,27,39,28,28,10,31,44,12,37,43,25,35,28,32,32,37,36,28,31,37,28,38,33,22,45,31,12,17,29,25,31,32,16,25,33,23,22,23,32,25,35,17,31,14,31,29,5,20,21,35,33,17,30,25,27,22,30,5,22,31,28,22,32,19,33,16,24,36,27,21,24,22,10,43,18,14,35,51,24,22,36,28,37,45,18,7,33,33,42,22,43,19,24,22,12,23,54,16,30,37,55,41,26,49,10,16,45,25,37,18,27,16,36,51,38,30,23,44,48,31,55,39,44,26,36,43,19,33,13,46,46,25,39,27,22,18,29,10,38,51,18,37,32,34,33,37,43,35,20,16,25,17,52,40,15,47,28,31,37,45,41,21,23,29,32,24,40,4,31,28,44,14,39,42,44,29,16,32,46,21,37,28,30,26,28,16,18,33,41,47,40,31,20,28,5,39,31,36,30,68,14,37,39,24,21,21,28,32,25,37,23,50,43,27,25,47,17,17,48,17,54,38,45,11,30,17,33,45,29,29,36,14,42,26,20,25,40,49,26,5,16,28,17,20,33,12,47,15,25,31,36,24,23",30.2590361445783,0.00920566009584059,50.63830793,49.95573679,49.33392473,48.44176294,48.30682428,45.26690453,42.00727275,40.15594989,36.61443537,33.82170241,31.46328231,29.70469103,4.390942227,4.603787048,4.712864622,4.746187066,4.643606035,3.505888152,2.587353716,1.838682521,2.155157501,2.485326738,3.261187782,4.570409604
"GLT1","YDL171C","ORF","149203-155640","-","IV","glutamate biosynthesis from glutamine",NA,NA,NA,"0006537; 0016491; 0005739; 0051536; 0008152; 0016491; 0050660; 0055114; 0008652; 0006537; 0016040; 0016040; 0006541; 0010181; 0015930; 0016639; 0045181; 0003824; 0005506; 0006537; 0006807; 0055114; 0005737; 0016040; 0016638; 0019676; 0046872; 0051538; 0006807; 0016040; 0097054; 0051536; 0005739","24,29,19,42,22,37,24,30,29,32,23,25,37,40,38,17,41,43,13,41,60,29,32,21,40,40,50,52,40,43,25,19,17,5,15,44,10,26,32,30,27,32,32,4",30.25,-0.00139468862727013,66.77747714,66.89804332,66.67703418,66.13967103,64.58733053,63.23855988,61.98666926,61.05018397,63.46782152,66.32464215,70.48228547,75.86350738,1547.608455,1558.82627,1585.63063,1635.742857,1731.352949,1843.96627,1890.734819,1899.140386,1828.965184,1832.439778,1852.035118,1901.87104
"YBT1","YLL048C","ORF","41280-46265","-","XII",NA,NA,NA,NA,"0005773; 0006810; 0005524; 0006810; 0016021; 0042626; 0055085; 0005524; 0006811; 0005783; 0016020; 0005774; 0000166; 0016021; 0016887; 0016021; 0015721; 0000324; 0006816; 0015432; 0016021","27,21,52,35,54,38,28,29,42,42,53,19,33,37,5,30,53,34,27,37,34,16,39,12,33,38,19,31,27,30,45,36,38,21,31,29,37,41,23,29,19,25,22,41,23,21,27,8,21,21,30,20,26,41,33,20,44,46,10,26,40,44,10,34,39,20,40,46,9,31,28,27,35,44,34,13,14,28,10,44",30.2375,-0.00263118444203779,27.21176842,26.90306007,26.56459421,26.27714429,25.89155285,26.10025274,26.25784503,25.88867259,25.61582856,25.39695855,25.12591686,24.82454845,54.09861845,54.8278017,56.13953763,58.2951468,62.05150186,66.41058475,68.74499092,69.19751492,64.76335575,63.44796739,62.79299817,63.64258996
"CKI1","YLR133W","ORF","408445-410193","+","XII","phospholipid biosynthesis (Kennedy pathway)",NA,NA,NA,"0006646; 0006646; 0006656; 0006656; 0004103; 0005737; 0005737; 0016310; 0016301; 0005524; 0006629; 0000166; 0016740; 0004103; 0006656; 0005737; 0016773; 0008654; 0004103; 0004103; 0004305; 0004305","39,25,26,34,27",30.2,0.0154710564470465,27.4307542,28.89084571,30.88837033,32.97689114,37.3374831,37.16880212,35.33658064,30.85728215,28.70341179,27.34934591,26.59752292,26.6754156,53.06065023,55.29376924,57.30003658,59.24764165,60.14061823,58.31650353,59.73800626,60.961487,60.26068601,59.96393528,60.26101067,61.67937762
"MSN5","YDR335W","ORF","1141168-1144842","+","IV",NA,NA,NA,NA,"0005634; 0006611; 0006611; 0005049; 0016021; 0071528; 0005634; 0006611; 0005737; 0005634; 0005515","29,30,16,24,52,29,31,27,30,50,13,25,23,30,27,29,30,16,24,52,29,31,27,30,50",30.16,0.0075856620797606,18.19233873,17.88844178,17.86776994,18.19252977,19.37511659,20.57182923,21.865504,23.51075376,22.68031418,21.61236297,19.66331436,16.81630577,22.68122944,23.49026413,24.27003971,25.21748596,26.19799707,25.40463138,25.30252288,25.1078367,25.38443876,26.07209024,26.59333998,26.65240219
"MSS116","YDR194C","ORF","845952-847946","-","IV",NA,0,0,1,"0034337; 0005739; 0008380; 0005739; 0003723; 0004004; 0003723; 0003729; 0005759; 0000373; 0033592; 0006392; 0006392; 0005739; 0006417; 0000166; 0003676; 0005524; 0005759; 0016787; 0006397; 0010501; 0005524; 0000373; 0000372; 0004386","31,34,37,37,20,3,20,8,31,24,14,48,45,40,32,20,31,49,48,32,48,52,40,42,45,49,41,56,43,20,25,45,51,36,24,53,45,41,34,44,49,51,44,42,44,15,13,38,21,50,25,33,46,16,28,34,26,35,49,39,49,37,44,33,45,38,5,19,29,15,17,16,27,37,26,10,26,31,30,36,49,37,44,33,45,38,5,19,29,15,17,16,27,37,26,10,26,31,30,36,16,36,28,36,33,33,29,35,31,29,32,22,26,21,36,16,35,32,34,33,16,36,28,36,33,33,29,35,31,29,32,22,26,21,36,16,35,32,34,33,32,17,19,14,23,22,32,38,2,36,11,14,26,31,24,36,25,21,16,24,32,17,19,14,23,22,32,38,2,36,11,14,26,31,24,36,25,21,16,24,40,25,33,52,33",30.1135135135135,-0.00283043801235473,56.80514679,55.77758878,53.95040206,51.6432395,47.32760408,45.11067757,42.68531556,38.58060558,40.32551622,41.28030878,42.79823209,44.3461903,15.78577028,15.46807673,15.35682667,15.43022482,15.79126242,18.06560365,19.55113084,20.66013659,19.94373911,19.6503392,19.53428179,20.06499376
"RPS6A","YPL090C","ORF","377291-378395","-","XVI",NA,0,1,0,"0030686; 0030529; 0005737; 0042254; 0005730; 0042274; 0022627; 0032040; 0000462; 0002181; 0005634; 0006412; 0005840; 0005622; 0003735; 0006364; 0003735; 0005840; 0005737","57,21,38,30,22,30,14,26,35,23,16,18,35,19,24,57,58,11,26,31,15,24,22,21,28,7,22,24,21,13,24,11,18,5,42,20,51,9,41,29,24,38,30,40,7,31,49,27,40,19,16,21,33,45,26,17,17,24,24,35,24,39,51,27,27,23,12,22,26,45,52,32,47,30,22,27,25,30,25,21,29,51,22,26,43,40,54,43,55,38,8,44,35,8,51,41,36,49,42,35,24,37,12,17,37,42,15,45,43,44,15,16,5,44,29,39,32,36,51,21,28,13,44,34,26,29,33,31,16,30,36,40,46,29,44,28,21,33,44,20,29,45,21,29,50,25,38,41,29,20,50,19,36,15,24",30.0516129032258,-0.0121998109419585,1550.987911,1555.973618,1558.554804,1560.331819,1555.737963,1558.67025,1552.255909,1516.358648,1525.213246,1508.966087,1469.986653,1389.935486,4737.423578,4786.306258,4834.862479,4889.855568,4943.686738,4933.29367,5031.244745,5097.498955,5041.938084,4973.72347,4901.103471,4848.887971
"ALG12","YNR030W","ORF","678799-680454","+","XIV","lipid-linked oligosaccharide biosynthesis",0,1,0,"0016757; 0006486; 0052917; 0016757; 0016021; 0005783; 0016020; 0000009; 0005783; 0005783; 0006487; 0006486; 0016740; 0005789; 0016021; 0006486; 0006488","3,3,9,8,4,14,8,10,14,9,10,17,10,11,19,10,12,20,12,13,20,13,13,21,14,15,22,14,16,23,14,16,23,15,16,24,16,17,24,16,17,25,17,18,25,17,18,25,18,18,26,18,19,26,18,19,26,18,19,26,19,20,26,19,20,27,20,20,27,20,21,27,20,21,28,20,21,29,20,22,30,21,22,30,21,22,31,21,23,31,21,23,32,21,23,32,21,23,33,22,23,34,22,23,35,22,23,35,22,24,35,22,24,37,22,24,37,23,24,44,23,25,23,25,24,25,24,25,24,26,24,26,24,26,24,26,25,26,25,26,25,26,25,26,26,26,26,26,26,27,26,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,29,29,29,29,30,29,30,29,30,30,30,30,30,30,30,30,30,30,30,30,31,30,31,30,31,30,31,30,31,31,31,31,32,31,32,31,32,31,33,31,33,31,33,32,33,32,33,32,33,32,33,32,34,32,34,32,35,33,35,33,35,33,36,33,36,33,37,33,37,34,37,34,37,34,38,34,38,35,38,35,40,35,41,35,41,35,42,35,43,35,44,35,44,35,46,35,46,35,46,35,49,36,53,36,53,36,59,36,36,36,36,37,37,38,38,38,38,38,38,38,38,39,39,39,39,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,42,42,42,43,43,43,44,44,44,45,45,45,45,45,46,47,47,47,47,47,47,48,48,48,49,50,50,51,52,52,54,56,57",30.0260869565217,-0.00546042649407897,27.60979449,27.22772095,26.74845355,26.23844172,25.3424424,25.08915191,25.20003638,26.33772984,25.99987893,26.08657017,26.55323358,27.85704416,10.65355747,10.89733387,11.17479634,11.57277695,12.16102669,12.16603788,12.00022514,11.39194887,10.14566499,10.00913416,10.51766789,12.03348611
"RPL37B","YDR500C","ORF","1450198-1450853","-","IV",NA,0,1,0,"0019843; 0003735; 0005737; 0005840; 0006412; 0003723; 0022625; 0002181; 0003735; 0003735; 0000448; 0003723; 0046872; 0030687; 0006412; 0030529; 0005622; 0005840; 0005737","23,17,24,34,17,50,10,12,38,39,40,23,39,26,42,23,33,24,22,27,35,24,44,50,20,54,36,22,57,17,31,51,57,21,46,46,26,36,42,27,39,20,25,20,44,23,17,7,22,19,25,37,32,32,48,23,25,23,27,16,45,26,12,14,36,35,40,40,31,36,33,29,21,25,15,17,30,19,19,21,21,39,23,43,16,31,13,32,23,9,22,30,34,26,26,18,10,27,31,17,40,29,51,34,33,46,30,28,46,13,16,45,26,14,36,33,37,24,39,32,22,22,25,31,36,22,26,44,30,41,36,38,47,46,46,36,26,23,14,37,23,45,35,20,26,51,27,32,24,44,27,42,60,31,14,27,19,29,31,27",29.9875,0.00633461285492522,2508.917993,2515.81862,2516.581054,2512.053714,2485.150602,2476.822706,2458.890326,2398.699526,2417.892283,2454.754429,2519.310006,2615.755041,202.3485656,200.9626859,199.3073783,197.8567015,199.0877071,189.5197353,187.3539247,187.0692316,196.5247159,201.0042456,198.9504149,183.9847386
"URE2","YNL229C","ORF","219137-220201","-","XIV",NA,0,1,0,"0055114; 0010044; 0004602; 0006808; 0051220; 0004602; 0006749; 0004364; 0005737; 0005737; 0003714; 0032447; 0042128; 0006808; 0006808; 0003714; 0003714; 0006808; 0051219; 0042994; 0005829; 0016491","13,13,9,9,4,10,16,26,13,18,18,10,10,9,17,17,26,18,24,24,17,17,13,19,19,27,22,24,24,20,20,18,20,19,30,23,24,24,22,22,22,23,20,49,25,25,25,25,25,23,27,20,26,26,26,28,28,25,29,21,27,28,28,29,29,26,35,23,27,28,28,29,29,27,36,24,31,29,29,30,30,27,37,26,31,29,29,31,31,31,38,27,31,31,31,32,32,31,40,27,32,32,32,33,33,31,40,28,33,32,32,36,36,32,40,31,34,34,34,37,37,33,42,34,37,35,35,38,38,34,42,35,40,35,35,38,38,37,44,36,44,39,39,39,39,40,47,36,48,41,41,39,39,48,47,37,49,47,47,42,42,49,49,44,49",29.9151515151515,-0.00385145443270379,80.29889635,79.33229857,77.88760881,75.98705743,72.7043242,70.17380096,67.5819802,64.76524739,63.26906444,62.82908894,63.74630381,66.46512625,5.535906022,5.70656253,5.937108795,6.259021818,6.666375248,7.216103533,7.514337879,7.750582594,7.867636269,8.902377627,10.61104642,13.27374817
"PHO88","YBR106W","ORF","452658-453224","+","II",NA,NA,NA,NA,"0003674; 0006817; 0005783; 0006817; 0016020; 0005739; 0005739; 0005739; 0005739; 0006810; 0016020; 0016020; 0005739; 0006817; 0016021; 0006817; 0051604","34,30,40,41,15,22,23,32,23,32,29,27,17,30,22,19,44,55,20,22,24,38,33,32,16,28,34,45,52,43,16,36,50,41,29,9,26,30,12,33,9,32,27,27,43",29.8222222222222,-0.00542909868562456,741.0662047,750.9388797,763.1150944,780.0295917,802.1243361,836.095951,860.8341595,840.0701977,888.4997264,909.2556673,903.462545,844.266733,595.2722787,593.5382387,588.392068,578.3924963,563.5936009,532.6140888,506.3685273,485.8853623,492.9746054,459.6465731,407.1193962,326.1183191
"SUR2","YDR297W","ORF","1056551-1057600","+","IV","sphingolipid metabolism",NA,NA,NA,"0016021; 0005789; 0016020; 0006629; 0016491; 0030148; 0006665; 0055114; 0005783; 0005789; 0000170; 0000170; 0006665; 0016021; 0055114; 0016491; 0006633; 0005506","31,36,39,33,35,39,33,32,30,16,42,25,15,36,31,29,29,35,26,38,17,29,20,34,15",29.8,0.00124119763993801,170.4194399,177.3501645,184.1550471,190.320796,195.7086347,197.4443831,195.9024851,188.1225717,187.9143403,193.848714,207.7535929,235.1324859,4.182045211,4.367473801,4.636112597,5.054629407,5.734656698,6.251223587,6.422754048,6.186450768,4.907778726,4.775521356,5.9852661,9.463815212
"EDC3","YEL015W","ORF","126629-128284","+","V",NA,NA,NA,NA,"0005737; 0000932; 0005737; 0003729; 0033962; 0033962; 1900153; 0005634; 0005737; 1900153; 0033962; 0031087; 0000932","21,33,45,27,23",29.8,-0.0101841166694,48.43147203,46.88281088,45.18326011,43.42929312,41.38159246,40.16887017,39.83865242,41.87882442,40.18866504,37.78674836,34.45788064,30.11818648,3.858780982,4.255128632,4.724202661,5.380640824,6.345035064,6.64832663,6.545696384,6.008337646,5.097013876,4.482834054,3.92247498,3.520561025
"MET16","YPR167C","ORF","876847-877632","-","XVI","sulfate assimilation pathway",0,1,0,"0070814; 0009086; 0019344; 0016491; 0019379; 0008652; 0003824; 0055114; 0004604; 0008152; 0055114; 0004604; 0004604; 0005737; 0019379; 0019379; 0004604","11,20,12,44,32,27,34,30,43,5,45,31,25,26,13,39,49,46,22,43,14,26,23,29,34,16,22,27,52,44,25,30,12,21,25,42,49,40,40,42,29,38,19,16,21,5,29,45,28,56,23,25,43,33,40,3,15,36,7,37,25,51,19,29,44,49,34,55,36,19,39,39,46,41,16,11,4,24,24,53,45,31,11,21,33,3,40,26,24,17,32,8,35,37,20,39,29,38,48,25,33,25,30,43,27,31,31,25,31,21,50,20,34,43,41,39,17,12,29,21,34,18,28,27,30",29.744,0.00998855316668617,124.9438171,116.6659791,105.8555468,93.5751002,73.99411652,64.27518508,60.69330601,67.97044359,82.12718113,92.81155536,104.3952318,113.1031396,98.03414968,94.42381215,89.94600911,83.77389567,75.30604906,68.88872917,65.6744901,64.57805781,64.1652919,62.75619239,64.34145507,70.80731878
"MRP21","YBL090W","ORF","48825-49358","+","II",NA,NA,NA,NA,"0005840; 0005739; 0005840; 0005739; 0003735; 0005763; 0005739; 0032543; 0006412; 0030529; 0070124; 0005739; 0003735","31,31,44,56,42,47,47,46,42,39,39,20,29,34,40,33,29,8,21,33,36,33,43,34,38,29,37,18,37,23,25,41,44,17,10,23,37,20,45,47,17,7,40,32,40,45,24,22,50,40,38,45,46,42,22,37,43,22,50,45,37,28,27,20,20,28,16,33,45,20,46,35,30,47,38,22,19,26,29,37,29,15,33,19,36,4,18,17,25,33,21,7,25,20,18,23,26,24,30,27,29,31,37,28,17,32,31,16,28,27,29,21,24,37,20,28,38,54,24,31,25,45,25,20,37,30,33,26,36,24,53,6,13,1,27,40,41,42,38,25,45,25,20,37,30,33,26,36,24,53,6,13,1,27,40,41,42,38,9,18,22,17,20,9,18,22,17,20",29.6785714285714,0.00444152453003392,45.22478092,46.05113589,46.78580544,47.1070523,47.6834829,45.43274268,42.41740987,38.83489741,38.03736092,38.15592373,39.96098138,44.02281055,13.66711603,13.85879418,13.87603639,13.7289716,13.30224804,11.47434844,10.90310655,10.48049758,10.68597037,10.20685096,9.583325799,8.679500189
"PHO13","YDL236W","ORF","32296-33234","+","IV",NA,NA,NA,NA,"0046838; 0008152; 0016787; 0004721; 0016791; 0016791; 0008967; 0016791; 0005634; 0005737; 0006470; 0004035","25,24,30,35,34",29.6,-0.000395744095736015,221.8850855,221.4433624,219.7159617,216.8103609,209.8809304,205.1417679,200.4419743,198.1121406,189.6080177,184.2031465,182.4531699,188.8403717,135.2642501,136.9109996,138.7519477,140.9481206,142.7904117,146.7547775,152.6013165,156.2027929,151.4120289,141.5415998,129.6113296,117.6639846
"SXM1","YDR395W","ORF","1263324-1266158","+","IV",NA,0,0,1,"0006913; 0008536; 0006406; 0016021; 0005829; 0007165; 0005635; 0006606; 0006886; 0005643; 0005643; 0051028; 0005737; 0005737; 0008565; 0008565; 0008565; 0005737; 0005634; 0015031; 0006810; 0005634","35,37,21,23,32",29.6,0.00122926519527477,53.14526005,52.88409304,52.45664915,52.03513108,50.94847652,51.3477165,51.93610385,52.48080696,52.71386072,51.71074212,49.42348497,45.26180696,88.27625465,90.08682367,91.51906545,92.96402898,93.02367875,90.3794363,89.97449285,89.45822372,89.64002115,89.84621132,91.44879963,95.65163129
"APT2","YDR441C","ORF","1344517-1345062","-","IV","salvage pathways of adenine, hypoxanthine and their nucleosides; salvage pathways of purines and their nucleosides",NA,NA,NA,"0016757; 0044209; 0009116; 0016740; 0005737; 0006166; 0008150; 0003999; 0005737; 0005737; 0003674","49,20,22,28,29",29.6,0.00698823341922259,64.47875063,66.88831652,69.61653325,72.25585811,76.65691954,76.52981421,73.23214336,59.63185475,69.19684296,78.56176196,89.57946182,98.26563544,3.1483098,3.03223295,2.890686001,2.708956192,2.503571723,2.141880389,1.995523406,2.267373805,3.708493396,4.366229322,4.037175546,1.903237323
"YJR111C","YJR111C","ORF","635855-636706","-","X",NA,NA,NA,NA,NA,"21,29,33,44,21",29.6,-0.00730179956221879,61.16379312,60.41650106,59.07235631,57.31819791,53.94241281,51.8804816,50.59399627,50.19700988,57.04458475,59.78096009,59.96352109,53.86204522,6.560909761,6.764344988,7.086894781,7.589107731,8.370678373,9.470869627,9.934155184,10.07471797,9.546520557,9.436258837,9.559480803,10.21525072
"APT1","YML022W","ORF","228937-229500","+","XIII","salvage pathways of adenine, hypoxanthine and their nucleosides; salvage pathways of purines and their nucleosides",0,1,0,"0006168; 0005737; 0044209; 0003999; 0005737; 0005737; 0006166; 0016740; 0005634; 0005634; 0009116; 0006168; 0005634; 0006167; 0003999; 0046872; 0016757; 0003999; 0005737","25,29,27,42,25",29.6,0.00220692473972555,213.7522519,214.9347456,214.2521629,212.4101117,204.8304908,202.0451592,200.0698477,200.0930906,212.1474944,205.6290199,183.3059432,133.1444888,82.91210783,80.40954575,76.87620238,71.59952308,63.49488668,56.19912809,52.90766094,52.30432442,57.94275186,54.54128895,44.89897715,25.12493261
"PEX11","YOL147C","ORF","47933-48643","-","XV",NA,NA,NA,NA,"0003674; 0007031; 0044375; 0005779; 0005777; 0005778; 0016559; 0019395; 0005778; 0005783; 1990429; 0016020; 0016559; 0016559; 0005778","21,40,32,32,23",29.6,0.00382097467748669,82.87934372,85.23556591,88.18338576,90.99671332,95.86699752,94.79046371,93.46043043,94.85998953,95.12120887,98.30877603,104.8486193,116.6427424,54.66499872,54.6576718,54.80002364,55.08826782,55.50410843,56.58146042,58.6583331,60.60927233,60.51705613,62.21245612,62.96114752,61.77298858
"ARP8","YOR141C","ORF","589942-592587","-","XV",NA,NA,NA,NA,"0031011; 0005856; 0006338; 0006351; 0031011; 0003729; 0006974; 0006312; 0006338; 0005524; 0043140; 0005634; 0006355; 0005634; 0005737; 0031011; 0000166; 0006302; 0005856; 0005634","49,25,50,43,30,22,30,21,8,6,39,17,24,51,45,8,29,38,28,29,41,51,22,28,5",29.56,-0.00655856320671027,17.55690117,17.09893183,16.60414739,16.08214508,15.51099335,14.99607542,14.97845724,16.49589012,16.62444049,16.07006148,14.87593357,12.73711025,6.376492773,6.715640991,7.216941153,7.925048555,8.836000012,10.76834095,11.80429947,12.1851149,10.58433994,9.660749435,9.456906168,10.89949713
"TRX2","YGR209C","ORF","912913-913227","-","VII",NA,NA,NA,NA,"0006890; 0000103; 0042144; 0045454; 0006888; 0055114; 0016671; 0015035; 0005737; 0034599; 0006457; 0005737; 0005737; 0016020; 0006749; 0015031; 0045454; 0005794; 0015035; 0006662; 0080058; 0080058; 0055114; 0015036; 0000011; 0000011; 0005829; 0000324; 0005634; 0005634; 0000139; 0009263","17,30,47,2,32,31,20,31,35,20,41,19,24,29,26,31,24,48,25,37,37,30,47,23,41,38,30,29,33,22,30,27,21,34,41,41,39,22,30,39,18,17,19,21,31",29.5333333333333,-0.000197058476227103,530.1017013,563.7882746,621.810369,702.6690844,849.4705701,969.0317545,1055.007411,1039.090656,1000.937429,1054.938304,1166.331223,1389.38032,553.5895907,532.971763,511.2779257,477.9827119,411.6942001,442.2385774,500.0818828,618.9503735,787.4627242,931.2954098,1002.260912,929.9379473
"MRPS9","YBR146W","ORF","535260-536096","+","II",NA,NA,NA,NA,"0005739; 0032543; 0005739; 0005739; 0005763; 0005840; 0003735; 0003735; 0005840; 0006412; 0030529; 0044822; 0000462; 0006412; 0005739","43,28,20,34,28,17,30,15,25,42,13,40,14,27,29,38,41,34,28,33,29,31,25,27,14,17,35,36,31,27,29,31,31,12,31,26,21,33,36,35,16,46,31,41,26,23,33,45,34,35,38,47,26,42,22,21,46,33,34,36,36,38,26,43,37,7,28,47,33,24,2,34,16,45,35,16,30,19,34,30,34,48,32,14,16,20,29,22,23,24,24,29,43,23,34,40,29,18,39,40,23,34,25,44,43,14,29,28,37,30,20,26,31,40,31,24,24,6,35,10,35,23,18,27,56",29.48,-0.00172201503833337,59.20357302,58.5834376,57.66957077,56.04697352,54.54019055,49.24263644,43.8533037,41.09121219,38.13807402,33.85491931,28.81693052,22.14939135,7.761809653,7.851205957,7.96021604,8.12742304,8.438549509,8.337655565,8.119328293,7.73657165,7.279885123,7.295250341,7.483156537,7.852933973
