Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YBL054W,TOD6,PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses ,"chromosome,cytoplasm,nucleus",0.108335208,-0.468523228,-0.203514961
YOR110W,TFC7,"RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication",nucleus,0.232610882,0.410983361,-0.097618711
YDR213W,UPC2,"Sterol regulatory element binding protein; induces transcription of sterol biosynthetic genes and of DAN/TIR gene products; relocates from intracellular membranes to perinuclear foci on sterol depletion; UPC2 has a paralog, ECM22, that arose from the whol","cytoplasm,membrane,nucleus",-0.2142772,-0.240900989,-0.243179339
YKL103C,APE1,Vacuolar aminopeptidase yscI; zinc metalloproteinase that belongs to the peptidase family M18; often used as a marker protein in studies of autophagy and cytosol to vacuole targeting (CVT) pathway; protein increases in abundance and relative distribution ,"cytoplasm,vacuole",-0.237211361,1.017055026,-0.732813509
YNL049C,SFB2,"Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog, SEC24, that arose from the whole genome duplication","cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",,-0.308559029,-0.011430707
YNL085W,MKT1,"Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability, drug resistance, ",cytoplasm,1.524586804,0.548143592,-0.098617106
YGL097W,SRM1,"Nucleotide exchange factor for Gsp1p; localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p","chromosome,membrane,nucleus",4.477999575,3.795358202,0.190273116
YJL092W,SRS2,"DNA helicase and DNA-dependent ATPase; involved in DNA repair and checkpoint recovery, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability; di",nucleus,-0.257980135,0.067263474,3.093103305
YJL047C,RTT101,"Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex; role in anaphase progression; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein, Rub1p","cytoplasm,nucleus",0.701421638,0.022680893,-0.696124288
YDL133C-A,RPL41B,"Ribosomal 60S subunit protein L41B; comprises only 25 amino acids; rpl41a rpl41b double null mutant is viable; homologous to mammalian ribosomal protein L41, no bacterial homolog; RPL41B has a paralog, RPL41A, that arose from the whole genome duplication","cytoplasm,ribosome",-0.286790305,-0.810437378,0.916300828
YIL071C,PCI8,"Possible shared subunit of Cop9 signalosome (CSN) and eIF3; binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain",nucleus,0.760343666,0.119072851,-0.510738169
YPL075W,GCR1,Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p,"endomembrane system,nucleus",0.112595958,-0.261480494,0.992780549
YPR174C,YPR174C,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nuclear periphery; potential Cdc28p substrate; binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; relative distribution to foci at t,"cytoskeleton,endomembrane system,microtubule organizing center,nucleus",-0.381180164,-0.159310662,-0.557605307
YJL200C,ACO2,"Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol","cytoplasm,mitochondrion",-0.001265255,-0.85977924,-1.186765425
YGL244W,RTF1,"Subunit of RNAPII-associated chromatin remodeling Paf1 complex; regulates gene expression by directing cotranscriptional histone modification, influences transcription and chromatin structure through several independent functional domains; directly or ind","chromosome,nucleus",-0.010724838,1.06894999,0.035600049
YPL152W,RRD2,"Peptidyl-prolyl cis/trans-isomerase; also activates the phosphotyrosyl phosphatase activity of protein phosphatase 2A (PP2A); regulates G1 phase progression, the osmoresponse, microtubule dynamics; subunit of the Tap42p-Pph21p-Rrd2p complex; protein abund",other,0.533827493,0.275101109,0.485455271
YPR040W,TIP41,"Protein that interacts with Tap42p, which regulates PP2A; component of the TOR (target of rapamycin) signaling pathway; protein abundance increases in response to DNA replication stress","cytoplasm,nucleus",0.007902479,-0.284774009,-1.182723537
YDL056W,MBP1,"Transcription factor; involved in regulation of cell cycle progression from G1 to S phase, forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes",nucleus,-0.252725322,0.084471958,-0.412526451
YAR071W,PHO11,"One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental",extracellular region,0.085495568,0.261450447,0.984596697
YKL120W,OAC1,"Mitochondrial inner membrane transporter; transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family","cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.778182861,1.165258019,0.939130146
YPR102C,RPL11A,"Ribosomal 60S subunit protein L11A; expressed at twice the level of Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11A has a paralog, RPL11B","cytoplasm,ribosome",-0.127007885,-0.966244466,-0.366302198
YNL310C,ZIM17,Protein co-chaperone with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix; required for the maintenance of S,"cytoplasm,mitochondrion",0.200534652,-1.185987542,-0.753315505
YPR140W,TAZ1,Lyso-phosphatidylcholine acyltransferase; required for normal phospholipid content of mitochondrial membranes; major determinant of the final acyl chain composition of the mitochondrial-specific phospholipid cardiolipin; mutations in human ortholog tafazz,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",1.213933224,-0.539931718,
YLR195C,NMT1,"N-myristoyl transferase; catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction",cytoplasm,0.405371224,-0.28564875,0.157482471
YML094W,GIM5,Subunit of the heterohexameric cochaperone prefoldin complex; prefoldin binds specifically to cytosolic chaperonin and transfers target proteins to it; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilita,cytoplasm,-0.124992715,0.238484547,-0.728586098
YDR293C,SSD1,Translational repressor with a role in polar growth and wall integrity; regulated by Cbk1p phosphorylation to effect bud-specific translational control and localization of specific mRNAs; interacts with TOR pathway components; contains a functional N-term,"cellular bud,cytoplasm,nucleus,site of polarized growth",-0.249735046,0.244718532,-0.503951001
YHR041C,SRB2,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; general transcription factor involved in telomere maintenance,nucleus,,-1.574823057,
YGL047W,ALG13,Catalytic component of UDP-GlcNAc transferase; required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases; protein abundance incre,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane,nucleus",0.664655532,0.828367417,-0.720933279
YKL179C,COY1,Golgi membrane protein with similarity to mammalian CASP; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in Golgi function,"Golgi apparatus,cytoplasm,endomembrane system,membrane",-0.07311792,-0.215506412,1.045245925
YGL014W,PUF4,Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors,cytoplasm,0.049890812,0.055371493,0.557105608
YBR090C,YBR090C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus,"cytoplasm,nucleus",-0.067715996,-0.622018637,-0.748278099
YGL161C,YIP5,Protein that interacts with Rab GTPases; localized to late Golgi vesicles; computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport,"Golgi apparatus,cytoplasm,endomembrane system,membrane",0.366370318,-0.533416518,0.49631053
YMR276W,DSK2,Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases i,nucleus,-0.316999648,-0.367423654,-0.26494882
YMR302C,YME2,Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",,-0.291972241,0.455056522
YGL066W,SGF73,SAGA complex subunit; has a role in anchoring the deubiquitination module into SAGA and SLIK complexes; involved in preinitiation complex assembly at promoters; relocalizes to the cytosol in response to hypoxia; human ortholog ataxin-7 is associated with ,"cytoplasm,nucleus",0.119093697,0.328080442,2.179737017
YKL016C,ATP7,"Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-0.934011481,-0.645442744,-0.808979346
YKL101W,HSL1,"Nim1p-related protein kinase; regulates the morphogenesis and septin checkpoints; associates with the assembled septin filament; required along with Hsl7p for bud neck recruitment, phosphorylation, and degradation of Swe1p","cell cortex,cellular bud,cytoplasm,cytoskeleton,site of polarized growth",0.311605638,-0.703863083,1.738294922
YBR125C,PTC4,Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity,cytoplasm,0.256747732,-0.023377554,-2.089635748
YNL209W,SSB2,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the","cytoplasm,membrane,plasma membrane",-0.836727035,-0.928732024,-0.620127411
YLR060W,FRS1,"Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control",cytoplasm,1.010886075,1.015423496,
YJL070C,YJL070C,Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; may regulate purine nucleotide homeostasis,"cytoplasm,mitochondrion",0.021332447,0.111273671,1.149155123
YNL299W,TRF5,"Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p","nucleolus,nucleus",-0.170812435,-0.562608567,-0.365132901
YJL041W,NSP1,FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex ,"endomembrane system,membrane,nucleus",,0.920863895,-0.541227286
YGR116W,SPT6,"Nucleosome remodeling protein; functions in various aspects of transcription, chromatin maintenance, and RNA processing; required for the maintenance of chromatin structure during transcription in order to inhibit transcription from promoters within the c","chromosome,cytoplasm,mitochondrion,nucleus",0.511088822,0.22650847,-0.822659863
YIL104C,SHQ1,Chaperone protein; required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing; functions as an RNA mimic; forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones; ,"cytoplasm,nucleus",-0.301153008,-0.70432635,-1.163380493
YAL036C,RBG1,"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid","cytoplasm,ribosome",-0.305807715,-0.231308398,0.235419016
YNL248C,RPA49,RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p,"nucleolus,nucleus",-0.604662902,-0.165903965,-0.744668167
YLR277C,YSH1,"Putative endoribonuclease; subunit of the mRNA cleavage and polyadenylation specificity complex; required for 3' processing, splicing, and transcriptional termination of mRNAs and snoRNAs; protein abundance increases in response to DNA replication stress;",nucleus,-0.420554441,-0.047950421,-1.052863925
YLR286C,CTS1,Endochitinase; required for cell separation after mitosis; transcriptional activation during the G1 phase of the cell cycle is mediated by transcription factor Ace2p,"cell wall,cellular bud,cytoplasm,endomembrane system,endoplasmic reticulum,extracellular region,nucleus,site of polarized growth",0.729694445,0.600366356,-0.489085937
YKL064W,MNR2,"Vacuolar membrane protein required for magnesium homeostasis; putative magnesium transporter; has similarity to Alr1p and Alr2p, which mediate influx of Mg2+ and other divalent cations","cytoplasm,membrane,vacuole",-0.399533365,0.329983065,0.066768818
YGR214W,RPS0A,"Ribosomal 40S subunit protein S0A; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2; RPS0A has a paralog, R","cytoplasm,ribosome",-0.847948946,-0.746211261,-0.333466193
YPL057C,SUR1,"Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog, CSH1, that arose from the whole genome dupli","cytoplasm,membrane,vacuole",-3.660040127,-2.196135786,-0.973111906
YHL018W,YHL018W,Putative 4a-hydroxytetrahydrobiopterin dehydratase; green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS,"cytoplasm,mitochondrion",-0.840229558,0.503826569,1.196841534
YER013W,PRP22,DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the e,nucleus,-0.112784369,-0.224433314,1.209292301
YGR100W,MDR1,"Cytoplasmic GTPase-activating protein; activates Ypt/Rab transport GTPases Ypt6p, Ypt31p and Sec4p; involved in recycling of internalized proteins and regulation of Golgi secretory function",cytoplasm,0.305707925,0.510500343,0.208360903
YIL045W,PIG2,"Putative type-1 protein phosphatase targeting subunit; tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase; PIG2 has a paralog, GIP2, that arose from the whole genome duplication",cytoplasm,0.483532917,0.134896388,-0.065418723
YNR050C,LYS9,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112",cytoplasm,0.162120168,-0.534119902,0.139910533
YKR067W,GPT2,Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis; the most conserved motifs and functionally ,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane",,0.916135008,0.726068425
YJL138C,TIF2,Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in respons,"cytoplasm,membrane,plasma membrane,ribosome",0.814652226,0.8612209,0.562716326
YDL012C,YDL012C,"Tail-anchored plasma membrane protein with a conserved CYSTM module; possibly involved in response to stress; may contribute to non-homologous end-joining (NHEJ) based on ydl012c htz1 double null phenotype; YDL012C has a paralog, YBR016W, that arose from ","membrane,plasma membrane",0.698496152,0.718429082,0.37282452
YLR408C,BLS1,Subunit of the BLOC-1 complex involved in endosomal maturation; green fluorescent protein (GFP)-fusion protein localizes to the endosome; YLR408C is not an essential gene,"cytoplasm,endomembrane system",-0.312426932,0.392656513,1.077135436
YER067W,RGI1,"Protein of unknown function; involved in energy metabolism under respiratory conditions; protein abundance is increased upon intracellular iron depletion or in response to DNA replication stress; RGI1 has a paralog, RGI2, that arose from the whole genome ","cytoplasm,nucleus",2.92370442,4.301997096,2.567130146
YOR336W,KRE5,"Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects","cytoplasm,endomembrane system,endoplasmic reticulum",0.536570167,0.459321254,0.331434725
YIR022W,SEC11,"18kDa catalytic subunit of the Signal Peptidase Complex (SPC); the Signal Peptidase Complex cleaves the signal sequence of proteins targeted to the endoplasmic reticulum; other members are Spc1p, Spc2p, Spc3p, and Sec11p","cytoplasm,endomembrane system,endoplasmic reticulum,membrane",-0.532941195,0.02696493,-0.405751309
YGR055W,MUP1,High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake,"membrane,plasma membrane",-0.765919271,-0.497483956,-1.151578902
YOR176W,HEM15,"Ferrochelatase; a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-1.338769241,0.057240104,0.070756491
YIL062C,ARC15,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity,"cytoplasm,cytoskeleton,membrane,mitochondrial envelope,mitochondrion",3.18744814,2.588254692,0.626082106
YGR161C,RTS3,Putative component of the protein phosphatase type 2A complex,"cytoplasm,nucleus",0.211902538,-0.342750111,-0.464432754
YBL052C,SAS3,"Histone acetyltransferase catalytic subunit of NuA3 complex; acetylates histone H3, involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal",nucleus,0.766599394,0.483118829,-0.789809158
YNR075W,COS10,"Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,nucleus",-0.611517677,-0.597781748,0.640275466
YJL010C,NOP9,Essential subunit of U3-containing 90S preribosome; involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain,"nucleolus,nucleus",0.363682896,0.542399719,0.369770714
YHR197W,RIX1,Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative comp,"cytoplasm,nucleus",-0.872833438,-1.262492118,-1.100656101
YBR114W,RAD16,Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad7p) during NER; required for NER of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cull,nucleus,0.616668369,-0.198671288,-0.325199912
YIL046W,MET30,"F-box protein containing five copies of the WD40 motif; controls cell cycle function, sulfur metabolism, and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p, localizes within the nucleus; dissociation of",nucleus,2.649216726,2.602158509,0.619451026
YOR001W,RRP6,"Nuclear exosome exonuclease component; has 3'-5' exonuclease activity that is regulated by Lrp1p; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; role in sn/snoRNAs precursor degradation; forms a stable heterodime","nucleolus,nucleus",0.030933899,0.016393686,-1.727479324
YIL061C,SNP1,Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response,nucleus,-0.714478747,0.035158315,0.409917892
YPR022C,YPR022C,"Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS","cytoplasm,nucleus",1.095356831,0.96965174,2.285463809
YDL190C,UFD2,"Ubiquitin chain assembly factor (E4); cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3","cytoplasm,nucleus",0.286301465,0.174408697,-0.782740454
YLR175W,CBF5,"Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs, on snRNA U2, and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are a","nucleolus,nucleus",1.315064389,1.35998956,-0.638587979
YPL228W,CET1,"RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of the mRNA capping enzyme, which is a heterotetramer composed of a Cet1p homodimer and two molecules of the guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNA pol II pausing at",nucleus,0.132372928,0.023782766,-0.737342259
YOL090W,MSH2,Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repa,"chromosome,nucleus",0.266862955,0.247919264,-0.120627989
YGL009C,LEU1,Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway,cytoplasm,0.825730445,0.352871685,-0.998081063
YJR088C,EMC2,"Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; homologous to worm Y57G7A.10/EMC-2, fly CG17556, human TTC35","cytoplasm,endomembrane system,endoplasmic reticulum,membrane",-0.113939191,-0.420619294,-0.602562419
YOR158W,PET123,"Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator","cytoplasm,mitochondrion,ribosome",0.705886486,0.493675978,-0.15279523
YDR390C,UBA2,"Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Aos1p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability; ",nucleus,0.174021803,-0.23901589,-0.636854444
YDL033C,SLM3,tRNA-specific 2-thiouridylase; responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF),"cytoplasm,mitochondrion",0.032799107,-0.213799987,-0.276429995
YPR122W,AXL1,Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells,"cellular bud,site of polarized growth",0.148298086,1.094092055,1.342994852
YLR385C,SWC7,Protein of unknown function; component of the Swr1p complex that incorporates Htz1p into chromatin,"chromosome,nucleus",0.303369467,0.01804134,0.354303987
YNR032W,PPG1,"Putative serine/threonine protein phosphatase; putative phosphatase of the type 2A-like phosphatase family, required for glycogen accumulation; interacts with Tap42p, which binds to and regulates other protein phosphatases","cytoplasm,nucleus",-0.431661584,-0.185824443,0.357956395
YLR020C,YEH2,"Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog, YEH1, that arose from the whole genome duplication","membrane,plasma membrane",-0.013345263,-0.123418633,-0.367649637
YIL009W,FAA3,Long chain fatty acyl-CoA synthetase; activates imported fatty acids; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,cellular_component,1.201802744,1.166237743,0.669730947
YGL019W,CKB1,"Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases","nucleolus,nucleus",-0.365499424,-0.43667371,0.090731145
YPL155C,KIP2,Kinesin-related motor protein involved in mitotic spindle positioning; stabilizes microtubules by targeting Bik1p to the plus end; Kip2p levels are controlled during the cell cycle,"cytoplasm,cytoskeleton,mitochondrion",0.278050251,-0.293112669,1.966977903
YDR005C,MAF1,Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; ,"cytoplasm,nucleolus,nucleus",-0.164520166,-0.350479113,-0.082617032
YDR092W,UBC13,E2 ubiquitin-conjugating enzyme; involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus,"cytoplasm,nucleus",-0.830531815,-1.012400357,-0.626846004
YER134C,YER134C,Magnesium-dependent acid phosphatase; member of the haloacid dehalogenase superfamily; non-essential gene,"cytoplasm,nucleus",0.341967374,0.035866651,0.976058197
YHR040W,BCD1,Essential protein required for the accumulation of box C/D snoRNA,"cytoplasm,nucleus",-1.027228695,-0.717499972,0.551877488
YBR225W,YBR225W,Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components,cellular_component,-0.120319347,0.133855354,1.545167888
YNR011C,PRP2,RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX,nucleus,-0.226468624,0.040292445,1.431349906
YJR022W,LSM8,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA","nucleolus,nucleus",-0.378708681,-0.582399767,1.094453634
YGL071W,AFT1,"Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p, Grx4p, and Fra2p, a","chromosome,cytoplasm,nucleus",0.617882421,0.388386715,1.684140044
YNL095C,YNL095C,"Putative protein of unknown function; predicted to contain a transmembrane domain; not an essential gene; YNL095C has a paralog, ECM3, that arose from the whole genome duplication",membrane,,-0.478585343,0.432357347
YNL224C,SQS1,Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; reloc,"cytoplasm,nucleolus,nucleus",-0.067507592,-0.190167766,-0.857846996
YLR249W,YEF3,"Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, ","cytoplasm,ribosome",0.301661418,0.66030576,0.43232007
YDR201W,SPC19,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body,"chromosome,nucleus",-0.176335527,-0.01818097,1.213369263
YDR363W-A,SEM1,"Component of lid subcomplex of 26S proteasome regulatory subunit; involved in mRNA export mediated by TREX-2 complex (Sac3p-Thp1p); assumes different conformations in different contexts, functions as molecular glue stabilizing the Rpn3p/Rpn7p regulatory h","cytoplasm,nucleus",0.410555144,0.551254049,0.287546173
YDR365C,ESF1,Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels,"nucleolus,nucleus",1.488057097,0.972504877,2.223788492
YMR299C,DYN3,"Dynein light intermediate chain (LIC); localizes with dynein, null mutant is defective in nuclear migration","cytoplasm,cytoskeleton",0.179358849,-0.101500978,0.331942231
